distance(meters),Speed(m/s),duration(minutes),Congestion,label_enc_road
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,2.8205128205128207,6,2,3
1311,3.1214285714285714,6,1,12
986,2.738888888888889,5,2,13
1100,3.0555555555555562,6,2,3
1311,2.73125,6,2,12
986,2.738888888888889,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,4.108333333333333,4,0,13
1100,4.583333333333333,4,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,5,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,6,0,3
1311,4.37,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,6,0,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.651851851851852,5,0,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.651851851851852,5,0,13
1100,3.0555555555555562,5,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,2.8205128205128207,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,4,2,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,6,0,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,5,2,3
1311,4.37,5,0,12
986,3.286666666666666,4,1,13
1100,4.0740740740740735,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,5.238095238095238,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.333333333333333,6,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,6,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,2.8205128205128207,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,5,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,4,2,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,3.333333333333333,5,1,3
1311,5.4625,5,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,5,0,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,6,0,12
986,2.987878787878788,5,2,13
1100,2.8205128205128207,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.528205128205128,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.583333333333333,5,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,5,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,4,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,3,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,4.8555555555555525,4,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,5,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,5,0,12
986,3.651851851851852,4,0,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,2.8205128205128207,6,2,3
1311,2.73125,6,2,12
986,2.738888888888889,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,5,1,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,4,2,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.333333333333333,6,1,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,3,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,3.6666666666666665,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,5.238095238095238,4,0,3
1311,5.4625,5,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.333333333333333,6,1,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.333333333333333,6,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,2.8205128205128207,6,2,3
1311,3.1214285714285714,6,1,12
986,2.738888888888889,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,6,0,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,4.583333333333333,4,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,6.573333333333332,3,0,13
1100,4.583333333333333,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,3.6666666666666665,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,5,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,3.286666666666666,5,1,13
1100,2.8205128205128207,6,2,3
1311,3.1214285714285714,6,1,12
986,2.738888888888889,5,2,13
1100,3.333333333333333,6,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.6666666666666665,5,0,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,4.583333333333333,4,0,3
1311,5.4625,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.583333333333333,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,2.8205128205128207,6,2,3
1311,3.1214285714285714,6,1,12
986,2.738888888888889,5,2,13
1100,3.0555555555555562,6,2,3
1311,2.73125,6,2,12
986,2.738888888888889,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,6,1,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.3615384615384616,5,1,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.6666666666666665,5,0,3
1311,4.37,5,0,12
986,4.108333333333333,4,0,13
1100,4.583333333333333,4,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,4,0,12
986,4.695238095238095,4,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,5,0,3
1311,5.4625,5,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,6,0,3
1311,4.37,5,0,12
986,4.108333333333333,4,0,13
1100,3.6666666666666665,6,0,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.651851851851852,5,0,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.651851851851852,5,0,13
1100,3.0555555555555562,5,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,5,2,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,5,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,4,1,13
1100,2.8205128205128207,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,4,2,13
1100,3.0555555555555562,6,2,3
1311,3.6416666666666666,6,0,12
986,3.286666666666666,5,1,13
1100,3.333333333333333,5,1,3
1311,3.9727272727272727,5,0,12
986,3.651851851851852,4,0,13
1100,3.0555555555555562,5,2,3
1311,4.37,5,0,12
986,3.286666666666666,4,1,13
1100,4.0740740740740735,5,0,3
1311,4.37,5,0,12
986,3.651851851851852,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,4,0,12
986,4.108333333333333,4,0,13
1100,4.0740740740740735,4,0,3
1311,5.4625,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,5.238095238095238,4,0,3
1311,5.4625,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,4.695238095238095,3,0,13
1100,4.0740740740740735,4,0,3
1311,6.242857142857143,4,0,12
986,5.477777777777778,3,0,13
1100,4.0740740740740735,5,0,3
1311,4.8555555555555525,5,0,12
986,4.695238095238095,4,0,13
1100,3.6666666666666665,5,0,3
1311,4.8555555555555525,5,0,12
986,4.108333333333333,4,0,13
1100,3.333333333333333,6,1,3
1311,3.9727272727272727,5,0,12
986,3.286666666666666,4,1,13
1100,3.333333333333333,6,1,3
1311,3.6416666666666666,5,0,12
986,3.286666666666666,5,1,13
1100,2.8205128205128207,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.1214285714285714,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,5,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,3.286666666666666,5,1,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1100,3.0555555555555562,6,2,3
1311,3.3615384615384616,6,1,12
986,2.987878787878788,5,2,13
1789,4.969444444444443,5,1,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,6,1,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,5,1,1
1136,3.1555555555555554,5,2,19
1789,5.963333333333333,5,0,1
1136,3.4424242424242424,5,2,19
1789,5.963333333333333,5,0,1
1136,3.4424242424242424,5,2,19
1789,6.625925925925926,5,0,1
1136,4.207407407407406,4,1,19
1789,8.519047619047619,4,0,1
1136,4.733333333333333,4,1,19
1789,7.4541666666666675,4,0,1
1136,4.733333333333333,4,1,19
1789,7.4541666666666675,4,0,1
1136,5.40952380952381,4,0,19
1789,7.4541666666666675,4,0,1
1136,5.40952380952381,4,0,19
1789,6.625925925925926,4,0,1
1136,5.40952380952381,4,0,19
1789,6.625925925925926,5,0,1
1136,5.40952380952381,4,0,19
1789,6.625925925925926,5,0,1
1136,4.733333333333333,4,1,19
1789,4.969444444444443,6,1,1
1136,4.733333333333333,4,1,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,4,2,19
1789,6.625925925925926,5,0,1
1136,4.207407407407406,4,1,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.421212121212121,5,0,1
1136,3.786666666666666,5,2,19
1789,4.969444444444443,5,1,1
1136,3.4424242424242424,5,2,19
1789,4.587179487179489,5,1,1
1136,3.1555555555555554,5,2,19
1789,5.421212121212121,5,0,1
1136,3.4424242424242424,5,2,19
1789,5.421212121212121,5,0,1
1136,3.4424242424242424,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,7.4541666666666675,4,0,1
1136,3.786666666666666,4,2,19
1789,7.4541666666666675,4,0,1
1136,4.733333333333333,4,1,19
1789,8.519047619047619,4,0,1
1136,5.40952380952381,4,0,19
1789,6.625925925925926,4,0,1
1136,4.207407407407406,4,1,19
1789,6.625925925925926,4,0,1
1136,5.40952380952381,4,0,19
1789,7.4541666666666675,4,0,1
1136,5.40952380952381,4,0,19
1789,6.625925925925926,4,0,1
1136,5.40952380952381,3,0,19
1789,6.625925925925926,5,0,1
1136,5.40952380952381,4,0,19
1789,5.421212121212121,5,0,1
1136,4.733333333333333,4,1,19
1789,6.625925925925926,5,0,1
1136,4.207407407407406,4,1,19
1789,5.963333333333333,5,0,1
1136,4.207407407407406,4,1,19
1789,5.421212121212121,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.421212121212121,5,0,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,5,1,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,6,1,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,5,1,1
1136,3.4424242424242424,5,2,19
1789,5.421212121212121,5,0,1
1136,3.1555555555555554,5,2,19
1789,5.963333333333333,5,0,1
1136,3.4424242424242424,5,2,19
1789,7.4541666666666675,5,0,1
1136,4.733333333333333,4,1,19
1789,7.4541666666666675,4,0,1
1136,4.733333333333333,4,1,19
1789,6.625925925925926,5,0,1
1136,5.40952380952381,4,0,19
1789,8.519047619047619,4,0,1
1136,4.733333333333333,4,1,19
1789,7.4541666666666675,4,0,1
1136,5.40952380952381,4,0,19
1789,7.4541666666666675,4,0,1
1136,5.40952380952381,3,0,19
1789,7.4541666666666675,5,0,1
1136,5.40952380952381,4,0,19
1789,5.963333333333333,5,0,1
1136,4.733333333333333,4,1,19
1789,6.625925925925926,5,0,1
1136,4.733333333333333,4,1,19
1789,6.625925925925926,4,0,1
1136,4.207407407407406,4,1,19
1789,6.625925925925926,5,0,1
1136,4.207407407407406,4,1,19
1789,5.963333333333333,5,0,1
1136,3.786666666666666,5,2,19
1789,5.421212121212121,5,0,1
1136,3.4424242424242424,5,2,19
1789,4.969444444444443,5,1,1
1136,3.4424242424242424,5,2,19
